Ticker,InstOwnerPercent,TotalShareHolders,TotalInstitutionalShares,OwnerNames,SharesHeldIndividual,SharesValueIndividualin1000,TotalSharesinMarketinMillions,TotalValueHoldingsin1000
SNA,100.00%,636,"57,007,196",VANGUARD GROUP INC,"5,669,856","944,768",57,"$9,499 "
SNA,100.00%,636,"57,007,196",BLACKROCK INC.,"3,799,605","633,128",57,"$9,499 "
SNA,100.00%,636,"57,007,196",JPMORGAN CHASE & CO,"3,316,671","552,657",57,"$9,499 "
SNA,100.00%,636,"57,007,196",FMR LLC,"2,488,713","414,694",57,"$9,499 "
SNA,100.00%,636,"57,007,196",STATE STREET CORP,"2,413,371","402,140",57,"$9,499 "
SNA,100.00%,636,"57,007,196",SCHRODER INVESTMENT MANAGEMENT GROUP,"1,284,391","214,018",57,"$9,499 "
SNA,100.00%,636,"57,007,196",WELLINGTON MANAGEMENT GROUP LLP,"1,036,769","172,757",57,"$9,499 "
SNA,100.00%,636,"57,007,196","GATES CAPITAL MANAGEMENT, INC.","1,027,264","171,173",57,"$9,499 "
SNA,100.00%,636,"57,007,196",EARNEST PARTNERS LLC,"1,020,498","170,046",57,"$9,499 "
SNA,100.00%,636,"57,007,196",BESSEMER GROUP INC,"933,862","155,609",57,"$9,499 "
SNA,100.00%,636,"57,007,196",NORTHERN TRUST CORP,"925,239","154,173",57,"$9,499 "
SNA,100.00%,636,"57,007,196",PRINCIPAL FINANCIAL GROUP INC,"849,256","141,512",57,"$9,499 "
SNA,100.00%,636,"57,007,196",BANK OF AMERICA CORP /DE/,"802,444","133,711",57,"$9,499 "
SNA,100.00%,636,"57,007,196","VAUGHAN NELSON INVESTMENT MANAGEMENT, L.P.","792,225","132,008",57,"$9,499 "
SNA,100.00%,636,"57,007,196","ARIEL INVESTMENTS, LLC","764,034","127,311",57,"$9,499 "
SNA,100.00%,636,"57,007,196",COOKE & BIELER LP,"737,719","122,926",57,"$9,499 "
SNA,100.00%,636,"57,007,196",REGIONS FINANCIAL CORP,"735,499","122,556",57,"$9,499 "
SNA,100.00%,636,"57,007,196",FINDLAY PARK PARTNERS LLP,"715,000","119,140",57,"$9,499 "
SNA,100.00%,636,"57,007,196","GEODE CAPITAL MANAGEMENT, LLC","707,715","117,927",57,"$9,499 "
SNA,100.00%,636,"57,007,196",BANK OF NEW YORK MELLON CORP,"671,596","111,908",57,"$9,499 "
SNA,100.00%,636,"57,007,196","NICHOLAS COMPANY, INC.","621,500","103,561",57,"$9,499 "
SNA,100.00%,636,"57,007,196",NORDEA INVESTMENT MANAGEMENT AB,"585,601","97,579",57,"$9,499 "
SNA,100.00%,636,"57,007,196",RR PARTNERS LP,"510,300","85,031",57,"$9,499 "
SNA,100.00%,636,"57,007,196",RENAISSANCE TECHNOLOGIES LLC,"493,900","82,299",57,"$9,499 "
SNA,100.00%,636,"57,007,196",GOLDMAN SACHS GROUP INC,"489,435","81,555",57,"$9,499 "
SNA,100.00%,636,"57,007,196",KAYNE ANDERSON RUDNICK INVESTMENT MANAGEMENT LLC,"476,556","79,409",57,"$9,499 "
SNA,100.00%,636,"57,007,196",DEUTSCHE BANK AG\,"467,856","77,959",57,"$9,499 "
SNA,100.00%,636,"57,007,196",CONGRESS ASSET MANAGEMENT CO /MA,"461,922","76,970",57,"$9,499 "
SNA,100.00%,636,"57,007,196",BANK OF MONTREAL /CAN/,"438,870","73,129",57,"$9,499 "
SNA,100.00%,636,"57,007,196",WELLS FARGO & COMPANY/MN,"431,704","71,935",57,"$9,499 "
SNA,100.00%,636,"57,007,196",NN INVESTMENT PARTNERS HOLDINGS N.V.,"411,385","68,549",57,"$9,499 "
SNA,100.00%,636,"57,007,196",MACKENZIE FINANCIAL CORP,"408,189","68,017",57,"$9,499 "
SNA,100.00%,636,"57,007,196",NEW YORK STATE COMMON RETIREMENT FUND,"391,550","65,244",57,"$9,499 "
SNA,100.00%,636,"57,007,196",COLUMBIA WANGER ASSET MANAGEMENT LLC,"387,047","64,494",57,"$9,499 "
SNA,100.00%,636,"57,007,196",MAIRS & POWER INC,"378,745","63,110",57,"$9,499 "
SNA,100.00%,636,"57,007,196",DIMENSIONAL FUND ADVISORS LP,"367,795","61,286",57,"$9,499 "
SNA,100.00%,636,"57,007,196",ASHMORE WEALTH MANAGEMENT LLC,"348,103","58,004",57,"$9,499 "
SNA,100.00%,636,"57,007,196",RIVERBRIDGE PARTNERS LLC,"327,776","54,617",57,"$9,499 "
SNA,100.00%,636,"57,007,196","EDGE ASSET MANAGEMENT, INC","324,747","54,113",57,"$9,499 "
SNA,100.00%,636,"57,007,196",AQR CAPITAL MANAGEMENT LLC,"315,201","52,522",57,"$9,499 "
SNA,100.00%,636,"57,007,196",LEGAL & GENERAL GROUP PLC,"310,456","51,731",57,"$9,499 "
SNA,100.00%,636,"57,007,196",AMERIPRISE FINANCIAL INC,"305,465","50,900",57,"$9,499 "
SNA,100.00%,636,"57,007,196",SCHWAB CHARLES INVESTMENT MANAGEMENT INC,"283,940","47,313",57,"$9,499 "
SNA,100.00%,636,"57,007,196",GLENMEDE TRUST CO NA,"283,117","47,176",57,"$9,499 "
SNA,100.00%,636,"57,007,196",MORGAN STANLEY,"281,693","46,939",57,"$9,499 "
SNI,81.71%,569,"78,492,147",VANGUARD GROUP INC,"8,843,746","771,175",96,"$6,845 "
SNI,81.71%,569,"78,492,147",BLACKROCK INC.,"5,611,794","489,348",96,"$6,845 "
SNI,81.71%,569,"78,492,147",GOLDMAN SACHS GROUP INC,"3,873,247","337,747",96,"$6,845 "
SNI,81.71%,569,"78,492,147",STATE STREET CORP,"3,620,963","315,748",96,"$6,845 "
SNI,81.71%,569,"78,492,147",COWEN INC.,"2,602,947","226,977",96,"$6,845 "
SNI,81.71%,569,"78,492,147",CNH PARTNERS LLC,"2,165,976","188,873",96,"$6,845 "
SNI,81.71%,569,"78,492,147",PENTWATER CAPITAL MANAGEMENT LP,"1,880,000","163,936",96,"$6,845 "
SNI,81.71%,569,"78,492,147",CARLSON CAPITAL L P,"1,825,000","159,140",96,"$6,845 "
SNI,81.71%,569,"78,492,147",MAGNETAR FINANCIAL LLC,"1,742,457","151,942",96,"$6,845 "
SNI,81.71%,569,"78,492,147",ALPINE ASSOCIATES MANAGEMENT INC.,"1,665,300","145,214",96,"$6,845 "
SNI,81.71%,569,"78,492,147","TWO SIGMA INVESTMENTS, LP","1,645,813","143,515",96,"$6,845 "
SNI,81.71%,569,"78,492,147","SG AMERICAS SECURITIES, LLC","1,606,737","140,107",96,"$6,845 "
SNI,81.71%,569,"78,492,147","LIDO ADVISORS, LLC","1,604,062","139,874",96,"$6,845 "
SNI,81.71%,569,"78,492,147",NEW SOUTH CAPITAL MANAGEMENT INC,"1,377,231","120,095",96,"$6,845 "
SNI,81.71%,569,"78,492,147",JPMORGAN CHASE & CO,"1,323,809","115,436",96,"$6,845 "
SNI,81.71%,569,"78,492,147",BANK OF NEW YORK MELLON CORP,"1,164,040","101,504",96,"$6,845 "
SNI,81.71%,569,"78,492,147",ARROWGRASS CAPITAL PARTNERS (US) LP,"1,113,394","97,088",96,"$6,845 "
SNI,81.71%,569,"78,492,147",NORTHERN TRUST CORP,"1,085,285","94,637",96,"$6,845 "
SNI,81.71%,569,"78,492,147","GEODE CAPITAL MANAGEMENT, LLC","1,042,280","90,887",96,"$6,845 "
SNI,81.71%,569,"78,492,147",CITADEL ADVISORS LLC,"967,223","84,342",96,"$6,845 "
SNI,81.71%,569,"78,492,147","GAMCO INVESTORS, INC. ET AL","956,150","83,376",96,"$6,845 "
SNI,81.71%,569,"78,492,147",TIAA CREF INVESTMENT MANAGEMENT LLC,"947,102","82,587",96,"$6,845 "
SNI,81.71%,569,"78,492,147","TIG ADVISORS, LLC","775,481","67,622",96,"$6,845 "
SNI,81.71%,569,"78,492,147",GUGGENHEIM CAPITAL LLC,"774,773","67,560",96,"$6,845 "
SNI,81.71%,569,"78,492,147","GRANTHAM, MAYO, VAN OTTERLOO & CO. LLC","709,700","61,886",96,"$6,845 "
SNI,81.71%,569,"78,492,147","WESTCHESTER CAPITAL MANAGEMENT, LLC","650,801","56,750",96,"$6,845 "
SNI,81.71%,569,"78,492,147",WATER ISLAND CAPITAL LLC,"633,798","55,267",96,"$6,845 "
SNI,81.71%,569,"78,492,147",CITIGROUP INC,"611,075","53,286",96,"$6,845 "
SNI,81.71%,569,"78,492,147",DIMENSIONAL FUND ADVISORS LP,"610,831","53,264",96,"$6,845 "
SNI,81.71%,569,"78,492,147",DEUTSCHE BANK AG\,"604,747","52,734",96,"$6,845 "
SNI,81.71%,569,"78,492,147",LSV ASSET MANAGEMENT,"567,223","49,462",96,"$6,845 "
SNI,81.71%,569,"78,492,147",RENAISSANCE TECHNOLOGIES LLC,"540,100","47,097",96,"$6,845 "
SNI,81.71%,569,"78,492,147",SCHRODER INVESTMENT MANAGEMENT GROUP,"525,426","45,817",96,"$6,845 "
SNI,81.71%,569,"78,492,147",CREDIT AGRICOLE S A,"510,835","44,545",96,"$6,845 "
SNI,81.71%,569,"78,492,147","SMEAD CAPITAL MANAGEMENT, INC.","509,342","44,415",96,"$6,845 "
SNI,81.71%,569,"78,492,147",SCHWAB CHARLES INVESTMENT MANAGEMENT INC,"493,488","43,032",96,"$6,845 "
SNI,81.71%,569,"78,492,147",MORGAN STANLEY,"460,809","40,183",96,"$6,845 "
SNI,81.71%,569,"78,492,147",AMERICAN CENTURY COMPANIES INC,"459,450","40,064",96,"$6,845 "
SNI,81.71%,569,"78,492,147",GABELLI FUNDS LLC,"453,336","39,531",96,"$6,845 "
SNI,81.71%,569,"78,492,147",THRIVENT FINANCIAL FOR LUTHERANS,"436,733","38,083",96,"$6,845 "
SNI,81.71%,569,"78,492,147",LEGAL & GENERAL GROUP PLC,"425,276","37,084",96,"$6,845 "
SNI,81.71%,569,"78,492,147",PRINCIPAL FINANCIAL GROUP INC,"422,445","36,837",96,"$6,845 "
SNI,81.71%,569,"78,492,147",FMR LLC,"415,473","36,229",96,"$6,845 "
SNI,81.71%,569,"78,492,147",ALLIANCEBERNSTEIN L.P.,"415,184","36,204",96,"$6,845 "
SNI,81.71%,569,"78,492,147","YORK CAPITAL MANAGEMENT GLOBAL ADVISORS, LLC","351,304","30,634",96,"$6,845 "
SNPS,91.89%,505,"136,649,286",VANGUARD GROUP INC,"15,622,953","1,341,231",149,"$11,731 "
SNPS,91.89%,505,"136,649,286",BLACKROCK INC.,"11,981,055","1,028,574",149,"$11,731 "
SNPS,91.89%,505,"136,649,286",STATE STREET CORP,"6,781,555","582,196",149,"$11,731 "
SNPS,91.89%,505,"136,649,286",DODGE & COX,"5,777,225","495,975",149,"$11,731 "
SNPS,91.89%,505,"136,649,286",PRICE T ROWE ASSOCIATES INC /MD/,"4,483,544","384,912",149,"$11,731 "
SNPS,91.89%,505,"136,649,286",JPMORGAN CHASE & CO,"4,295,449","368,764",149,"$11,731 "
SNPS,91.89%,505,"136,649,286",AMERIPRISE FINANCIAL INC,"4,281,896","367,601",149,"$11,731 "
SNPS,91.89%,505,"136,649,286",JANUS HENDERSON GROUP PLC,"2,746,066","235,750",149,"$11,731 "
SNPS,91.89%,505,"136,649,286",ALKEON CAPITAL MANAGEMENT LLC,"2,460,259","211,213",149,"$11,731 "
SNPS,91.89%,505,"136,649,286","AJO, LP","2,457,531","210,979",149,"$11,731 "
SNPS,91.89%,505,"136,649,286",SWEDBANK,"2,262,107","194,202",149,"$11,731 "
SNPS,91.89%,505,"136,649,286",PICTET ASSET MANAGEMENT LTD,"2,117,337","181,773",149,"$11,731 "
SNPS,91.89%,505,"136,649,286","PERKINS INVESTMENT MANAGEMENT, LLC","2,071,091","177,803",149,"$11,731 "
SNPS,91.89%,505,"136,649,286",NORTHERN TRUST CORP,"2,057,087","176,601",149,"$11,731 "
SNPS,91.89%,505,"136,649,286",GOLDMAN SACHS GROUP INC,"1,992,995","171,099",149,"$11,731 "
SNPS,91.89%,505,"136,649,286",MACQUARIE GROUP LTD,"1,902,891","163,363",149,"$11,731 "
SNPS,91.89%,505,"136,649,286","GEODE CAPITAL MANAGEMENT, LLC","1,818,434","156,113",149,"$11,731 "
SNPS,91.89%,505,"136,649,286",VICTORY CAPITAL MANAGEMENT INC,"1,498,254","128,625",149,"$11,731 "
SNPS,91.89%,505,"136,649,286",AQR CAPITAL MANAGEMENT LLC,"1,455,831","124,983",149,"$11,731 "
SNPS,91.89%,505,"136,649,286",ROBECO INSTITUTIONAL ASSET MANAGEMENT B.V.,"1,362,394","116,962",149,"$11,731 "
SNPS,91.89%,505,"136,649,286","ARROWSTREET CAPITAL, LIMITED PARTNERSHIP","1,348,165","115,740",149,"$11,731 "
SNPS,91.89%,505,"136,649,286",BANK OF AMERICA CORP /DE/,"1,339,602","115,005",149,"$11,731 "
SNPS,91.89%,505,"136,649,286","D. E. SHAW & CO., INC.","1,248,813","107,211",149,"$11,731 "
SNPS,91.89%,505,"136,649,286",PANAGORA ASSET MANAGEMENT INC,"1,112,593","95,516",149,"$11,731 "
SNPS,91.89%,505,"136,649,286",CONGRESS ASSET MANAGEMENT CO /MA,"1,095,726","94,068",149,"$11,731 "
SNPS,91.89%,505,"136,649,286",DEUTSCHE BANK AG\,"1,080,769","92,784",149,"$11,731 "
SNPS,91.89%,505,"136,649,286",BANK OF NEW YORK MELLON CORP,"1,027,330","88,196",149,"$11,731 "
SNPS,91.89%,505,"136,649,286",JANUS CAPITAL MANAGEMENT LLC,"998,524","85,723",149,"$11,731 "
SNPS,91.89%,505,"136,649,286",RENAISSANCE TECHNOLOGIES LLC,"982,534","84,351",149,"$11,731 "
SNPS,91.89%,505,"136,649,286",PRINCIPAL FINANCIAL GROUP INC,"938,596","80,578",149,"$11,731 "
SNPS,91.89%,505,"136,649,286",CANADA PENSION PLAN INVESTMENT BOARD,"929,000","79,755",149,"$11,731 "
SNPS,91.89%,505,"136,649,286","OPPENHEIMERFUNDS, INC.","907,113","77,876",149,"$11,731 "
SNPS,91.89%,505,"136,649,286",ARTISAN PARTNERS LIMITED PARTNERSHIP,"906,288","77,805",149,"$11,731 "
SNPS,91.89%,505,"136,649,286",LEGAL & GENERAL GROUP PLC,"857,661","73,630",149,"$11,731 "
SNPS,91.89%,505,"136,649,286",SCHWAB CHARLES INVESTMENT MANAGEMENT INC,"809,849","69,526",149,"$11,731 "
SNPS,91.89%,505,"136,649,286",SWISS NATIONAL BANK,"787,636","67,619",149,"$11,731 "
SNPS,91.89%,505,"136,649,286","TWO SIGMA ADVISERS, LP","739,662","63,500",149,"$11,731 "
SNPS,91.89%,505,"136,649,286",NUMERIC INVESTORS LLC,"730,189","62,687",149,"$11,731 "
SNPS,91.89%,505,"136,649,286",DIMENSIONAL FUND ADVISORS LP,"711,126","61,050",149,"$11,731 "
SNPS,91.89%,505,"136,649,286",MILLENNIUM MANAGEMENT LLC,"704,695","60,498",149,"$11,731 "
SNPS,91.89%,505,"136,649,286",INVESCO LTD.,"691,845","59,395",149,"$11,731 "
SNPS,91.89%,505,"136,649,286",ROYAL BANK OF CANADA,"684,235","58,742",149,"$11,731 "
SNPS,91.89%,505,"136,649,286",EARNEST PARTNERS LLC,"658,145","56,502",149,"$11,731 "
SNPS,91.89%,505,"136,649,286","CHAMPLAIN INVESTMENT PARTNERS, LLC","654,522","56,191",149,"$11,731 "
SNPS,91.89%,505,"136,649,286",GUGGENHEIM CAPITAL LLC,"647,906","55,623",149,"$11,731 "
SO,54.26%,"1,232","544,583,492",VANGUARD GROUP INC,"72,349,287","3,135,618","1,004","$23,602 "
SO,54.26%,"1,232","544,583,492",BLACKROCK INC.,"62,133,965","2,692,886","1,004","$23,602 "
SO,54.26%,"1,232","544,583,492",STATE STREET CORP,"48,094,536","2,084,417","1,004","$23,602 "
SO,54.26%,"1,232","544,583,492",PRICE T ROWE ASSOCIATES INC /MD/,"32,249,953","1,397,713","1,004","$23,602 "
SO,54.26%,"1,232","544,583,492",FRANKLIN RESOURCES INC,"22,388,216","970,305","1,004","$23,602 "
SO,54.26%,"1,232","544,583,492",CAPITAL RESEARCH GLOBAL INVESTORS,"14,923,783","646,797","1,004","$23,602 "
SO,54.26%,"1,232","544,583,492",NORTHERN TRUST CORP,"12,318,090","533,866","1,004","$23,602 "
SO,54.26%,"1,232","544,583,492",BANK OF NEW YORK MELLON CORP,"10,651,257","461,625","1,004","$23,602 "
SO,54.26%,"1,232","544,583,492",WELLS FARGO & COMPANY/MN,"10,563,463","457,820","1,004","$23,602 "
SO,54.26%,"1,232","544,583,492","GEODE CAPITAL MANAGEMENT, LLC","9,979,360","432,505","1,004","$23,602 "
SO,54.26%,"1,232","544,583,492",AMERIPRISE FINANCIAL INC,"9,378,775","406,476","1,004","$23,602 "
SO,54.26%,"1,232","544,583,492",FMR LLC,"7,903,424","342,534","1,004","$23,602 "
SO,54.26%,"1,232","544,583,492",LEGAL & GENERAL GROUP PLC,"7,292,675","316,065","1,004","$23,602 "
SO,54.26%,"1,232","544,583,492",GOLDMAN SACHS GROUP INC,"6,624,562","287,109","1,004","$23,602 "
SO,54.26%,"1,232","544,583,492",FEDERATED INVESTORS INC /PA/,"6,609,940","286,475","1,004","$23,602 "
SO,54.26%,"1,232","544,583,492",SWISS NATIONAL BANK,"4,844,624","209,966","1,004","$23,602 "
SO,54.26%,"1,232","544,583,492",JANUS HENDERSON GROUP PLC,"4,799,550","208,012","1,004","$23,602 "
SO,54.26%,"1,232","544,583,492",JANUS CAPITAL MANAGEMENT LLC,"4,723,866","204,732","1,004","$23,602 "
SO,54.26%,"1,232","544,583,492",UBS ASSET MANAGEMENT AMERICAS INC,"4,550,657","197,225","1,004","$23,602 "
SO,54.26%,"1,232","544,583,492",INVESCO LTD.,"4,534,642","196,531","1,004","$23,602 "
SO,54.26%,"1,232","544,583,492",MORGAN STANLEY,"4,325,672","187,475","1,004","$23,602 "
SO,54.26%,"1,232","544,583,492",BANK OF AMERICA CORP /DE/,"4,037,883","175,002","1,004","$23,602 "
SO,54.26%,"1,232","544,583,492",SCHWAB CHARLES INVESTMENT MANAGEMENT INC,"3,636,723","157,616","1,004","$23,602 "
SO,54.26%,"1,232","544,583,492",NORDEA INVESTMENT MANAGEMENT AB,"3,443,596","149,245","1,004","$23,602 "
SO,54.26%,"1,232","544,583,492","EPOCH INVESTMENT PARTNERS, INC.","3,310,055","143,458","1,004","$23,602 "
SO,54.26%,"1,232","544,583,492",PICTET ASSET MANAGEMENT LTD,"3,142,525","136,197","1,004","$23,602 "
SO,54.26%,"1,232","544,583,492","SUMITOMO MITSUI TRUST HOLDINGS, INC.","3,016,063","130,716","1,004","$23,602 "
SO,54.26%,"1,232","544,583,492",TIAA CREF INVESTMENT MANAGEMENT LLC,"2,851,032","123,564","1,004","$23,602 "
SO,54.26%,"1,232","544,583,492",CALIFORNIA PUBLIC EMPLOYEES RETIREMENT SYSTEM,"2,688,617","116,525","1,004","$23,602 "
SO,54.26%,"1,232","544,583,492",NEW YORK STATE COMMON RETIREMENT FUND,"2,583,000","111,947","1,004","$23,602 "
SO,54.26%,"1,232","544,583,492",DEUTSCHE BANK AG\,"2,429,711","105,304","1,004","$23,602 "
SO,54.26%,"1,232","544,583,492",MITSUBISHI UFJ TRUST & BANKING CORP,"2,383,051","103,281","1,004","$23,602 "
SO,54.26%,"1,232","544,583,492",PARAMETRIC PORTFOLIO ASSOCIATES LLC,"2,261,105","97,996","1,004","$23,602 "
SO,54.26%,"1,232","544,583,492",MASSACHUSETTS FINANCIAL SERVICES CO /MA/,"2,190,282","94,927","1,004","$23,602 "
SO,54.26%,"1,232","544,583,492",FIRST TRUST ADVISORS LP,"2,174,568","94,246","1,004","$23,602 "
SO,54.26%,"1,232","544,583,492",CONFLUENCE INVESTMENT MANAGEMENT LLC,"2,050,249","88,858","1,004","$23,602 "
SO,54.26%,"1,232","544,583,492",RAYMOND JAMES & ASSOCIATES,"2,009,643","87,098","1,004","$23,602 "
SO,54.26%,"1,232","544,583,492",DUFF & PHELPS INVESTMENT MANAGEMENT CO,"2,003,820","86,846","1,004","$23,602 "
SO,54.26%,"1,232","544,583,492",BANK OF MONTREAL /CAN/,"1,982,506","85,922","1,004","$23,602 "
SO,54.26%,"1,232","544,583,492","RUSSELL INVESTMENTS GROUP, LTD.","1,942,988","84,209","1,004","$23,602 "
SO,54.26%,"1,232","544,583,492",APG ASSET MANAGEMENT N.V.,"1,901,976","82,432","1,004","$23,602 "
SO,54.26%,"1,232","544,583,492",HEXAVEST INC.,"1,859,041","80,571","1,004","$23,602 "
SO,54.26%,"1,232","544,583,492",ROYAL BANK OF CANADA,"1,812,425","78,551","1,004","$23,602 "
SO,54.26%,"1,232","544,583,492",RHUMBLINE ADVISERS,"1,748,124","75,764","1,004","$23,602 "
SO,54.26%,"1,232","544,583,492",COMMONWEALTH BANK OF AUSTRALIA,"1,738,380","75,341","1,004","$23,602 "
SPG,98.11%,717,"304,976,910",VANGUARD GROUP INC,"45,345,622","7,022,223",311,"$47,229 "
SPG,98.11%,717,"304,976,910",BLACKROCK INC.,"28,834,475","4,465,307",311,"$47,229 "
SPG,98.11%,717,"304,976,910",CAPITAL WORLD INVESTORS,"21,245,000","3,290,001",311,"$47,229 "
SPG,98.11%,717,"304,976,910",STATE STREET CORP,"17,431,804","2,699,489",311,"$47,229 "
SPG,98.11%,717,"304,976,910",COHEN & STEERS INC,"12,350,345","1,912,574",311,"$47,229 "
SPG,98.11%,717,"304,976,910",MORGAN STANLEY,"8,358,321","1,294,370",311,"$47,229 "
SPG,98.11%,717,"304,976,910",APG ASSET MANAGEMENT US INC.,"7,517,948","1,164,229",311,"$47,229 "
SPG,98.11%,717,"304,976,910",INVESCO LTD.,"7,390,279","1,144,459",311,"$47,229 "
SPG,98.11%,717,"304,976,910",FMR LLC,"6,860,209","1,062,372",311,"$47,229 "
SPG,98.11%,717,"304,976,910",BANK OF NEW YORK MELLON CORP,"6,628,178","1,026,440",311,"$47,229 "
SPG,98.11%,717,"304,976,910",JPMORGAN CHASE & CO,"6,514,868","1,008,892",311,"$47,229 "
SPG,98.11%,717,"304,976,910",PRINCIPAL FINANCIAL GROUP INC,"6,079,322","941,444",311,"$47,229 "
SPG,98.11%,717,"304,976,910",NORTHERN TRUST CORP,"5,157,899","798,752",311,"$47,229 "
SPG,98.11%,717,"304,976,910",CBRE CLARION SECURITIES LLC,"5,053,773","782,627",311,"$47,229 "
SPG,98.11%,717,"304,976,910",LASALLE INVESTMENT MANAGEMENT SECURITIES LLC,"4,687,708","725,938",311,"$47,229 "
SPG,98.11%,717,"304,976,910",DIMENSIONAL FUND ADVISORS LP,"4,460,741","690,790",311,"$47,229 "
SPG,98.11%,717,"304,976,910",GOLDMAN SACHS GROUP INC,"4,139,397","641,027",311,"$47,229 "
SPG,98.11%,717,"304,976,910",DAIWA SECURITIES GROUP INC.,"3,787,258","586,495",311,"$47,229 "
SPG,98.11%,717,"304,976,910","GEODE CAPITAL MANAGEMENT, LLC","3,436,352","532,153",311,"$47,229 "
SPG,98.11%,717,"304,976,910",PGGM INVESTMENTS,"3,428,000","530,860",311,"$47,229 "
SPG,98.11%,717,"304,976,910",BROOKFIELD ASSET MANAGEMENT INC.,"3,011,805","466,408",311,"$47,229 "
SPG,98.11%,717,"304,976,910",SCHWAB CHARLES INVESTMENT MANAGEMENT INC,"2,999,392","464,486",311,"$47,229 "
SPG,98.11%,717,"304,976,910",PRICE T ROWE ASSOCIATES INC /MD/,"2,923,493","452,732",311,"$47,229 "
SPG,98.11%,717,"304,976,910",UBS ASSET MANAGEMENT AMERICAS INC,"2,432,605","376,713",311,"$47,229 "
SPG,98.11%,717,"304,976,910",LEGAL & GENERAL GROUP PLC,"2,346,132","363,322",311,"$47,229 "
SPG,98.11%,717,"304,976,910",AEW CAPITAL MANAGEMENT L P,"2,149,228","332,829",311,"$47,229 "
SPG,98.11%,717,"304,976,910",DEUTSCHE BANK AG\,"2,058,204","318,733",311,"$47,229 "
SPG,98.11%,717,"304,976,910",RESOLUTION CAPITAL LTD,"1,868,352","289,333",311,"$47,229 "
SPG,98.11%,717,"304,976,910","NUVEEN ASSET MANAGEMENT, LLC","1,823,165","282,335",311,"$47,229 "
SPG,98.11%,717,"304,976,910",AMP CAPITAL INVESTORS LTD,"1,657,954","256,751",311,"$47,229 "
SPG,98.11%,717,"304,976,910",EATON VANCE MANAGEMENT,"1,547,661","239,671",311,"$47,229 "
SPG,98.11%,717,"304,976,910",STANDARD LIFE INVESTMENTS LTD,"1,514,263","234,499",311,"$47,229 "
SPG,98.11%,717,"304,976,910",BANK OF AMERICA CORP /DE/,"1,493,260","231,246",311,"$47,229 "
SPG,98.11%,717,"304,976,910",STANDARD LIFE ABERDEEN PLC,"1,437,056","222,542",311,"$47,229 "
SPG,98.11%,717,"304,976,910","RUSSELL INVESTMENTS GROUP, LTD.","1,384,173","214,353",311,"$47,229 "
SPG,98.11%,717,"304,976,910",PRUDENTIAL FINANCIAL INC,"1,328,200","205,685",311,"$47,229 "
SPG,98.11%,717,"304,976,910",AMERIPRISE FINANCIAL INC,"1,225,274","189,746",311,"$47,229 "
SPG,98.11%,717,"304,976,910","TEACHERS ADVISORS, LLC","1,212,670","187,794",311,"$47,229 "
SPG,98.11%,717,"304,976,910",TIAA CREF INVESTMENT MANAGEMENT LLC,"1,209,014","187,228",311,"$47,229 "
SPG,98.11%,717,"304,976,910","ASSET MANAGEMENT ONE CO., LTD.","1,188,202","184,005",311,"$47,229 "
SPG,98.11%,717,"304,976,910",SWISS NATIONAL BANK,"1,146,598","177,562",311,"$47,229 "
SPG,98.11%,717,"304,976,910",ALLIANCEBERNSTEIN L.P.,"1,123,584","173,998",311,"$47,229 "
SPG,98.11%,717,"304,976,910","SUMITOMO MITSUI TRUST HOLDINGS, INC.","1,120,799","173,567",311,"$47,229 "
SPG,98.11%,717,"304,976,910",ADELANTE CAPITAL MANAGEMENT LLC,"1,066,411","165,144",311,"$47,229 "
SPG,98.11%,717,"304,976,910",SECURITY CAPITAL RESEARCH & MANAGEMENT INC,"1,051,895","162,896",311,"$47,229 "
SPGI,86.57%,817,"219,627,226",VANGUARD GROUP INC,"20,026,485","3,658,639",254,"$40,124 "
SPGI,86.57%,817,"219,627,226",BLACKROCK INC.,"17,676,689","3,229,354",254,"$40,124 "
SPGI,86.57%,817,"219,627,226",STATE STREET CORP,"13,060,911","2,386,098",254,"$40,124 "
SPGI,86.57%,817,"219,627,226",FMR LLC,"11,051,060","2,018,918",254,"$40,124 "
SPGI,86.57%,817,"219,627,226",MORGAN STANLEY,"6,513,079","1,189,874",254,"$40,124 "
SPGI,86.57%,817,"219,627,226",EDGEWOOD MANAGEMENT LLC,"6,025,481","1,100,795",254,"$40,124 "
SPGI,86.57%,817,"219,627,226",ARTISAN PARTNERS LIMITED PARTNERSHIP,"5,746,901","1,049,901",254,"$40,124 "
SPGI,86.57%,817,"219,627,226","OPPENHEIMERFUNDS, INC.","4,709,526","860,383",254,"$40,124 "
SPGI,86.57%,817,"219,627,226",JPMORGAN CHASE & CO,"4,421,615","807,785",254,"$40,124 "
SPGI,86.57%,817,"219,627,226",EGERTON CAPITAL (UK) LLP,"4,198,448","767,014",254,"$40,124 "
SPGI,86.57%,817,"219,627,226",DEUTSCHE BANK AG\,"4,043,141","738,641",254,"$40,124 "
SPGI,86.57%,817,"219,627,226",AMERIPRISE FINANCIAL INC,"4,012,197","732,988",254,"$40,124 "
SPGI,86.57%,817,"219,627,226",INDEPENDENT FRANCHISE PARTNERS LLP,"3,769,543","688,658",254,"$40,124 "
SPGI,86.57%,817,"219,627,226",CANTILLON CAPITAL MANAGEMENT LLC,"3,449,746","630,234",254,"$40,124 "
